generation,hypervolume,nondominated_count,best_obj_0,mean_obj_0,std_obj_0,best_obj_1,mean_obj_1,std_obj_1,best_obj_2,mean_obj_2,std_obj_2,best_obj_3,mean_obj_3,std_obj_3
70,1498019.1996000002,64,40.44254684448242,22.69036865234375,8.526873588562012,25.464736938476562,11.014551162719727,12.928104400634766,42.234153747558594,24.31287384033203,10.931605339050293,29.183794021606445,9.804102897644043,9.222311019897461
71,1517762.1030299999,64,40.44254684448242,23.307518005371094,8.495705604553223,25.299875259399414,10.911776542663574,13.095598220825195,42.55666732788086,23.597002029418945,10.694424629211426,29.183794021606445,10.43972396850586,9.250994682312012
72,1534691.148795,64,40.44254684448242,24.624778747558594,7.975008010864258,25.299875259399414,9.791245460510254,12.960314750671387,42.55666732788086,22.385509490966797,10.436033248901367,29.183794021606445,11.167306900024414,9.390419006347656
73,1519772.440615,64,40.44254684448242,24.39153289794922,8.011767387390137,28.26763343811035,10.63644790649414,13.052703857421875,42.55666732788086,22.652538299560547,9.800788879394531,29.183794021606445,11.432929992675781,9.252835273742676
74,1510036.50293,64,40.44254684448242,24.184650421142578,7.7740373611450195,28.26763343811035,10.214359283447266,13.271225929260254,42.55666732788086,23.1253604888916,10.229863166809082,29.183794021606445,10.619771957397461,9.158641815185547
75,1598419.6161,64,43.38774490356445,22.18439483642578,7.2654500007629395,36.68564224243164,14.027776718139648,10.870389938354492,42.55666732788086,25.136802673339844,7.351321220397949,26.579774856567383,11.71142292022705,9.342498779296875
76,1589271.42426,64,43.38774490356445,21.692527770996094,7.444899082183838,36.68564224243164,14.070323944091797,10.997025489807129,42.990142822265625,24.96258544921875,8.774968147277832,29.510543823242188,11.794319152832031,9.46523666381836
77,1591965.887535,64,43.38774490356445,21.093904495239258,7.7304277420043945,36.68564224243164,15.527167320251465,10.76865005493164,42.990142822265625,24.612403869628906,8.605521202087402,29.510543823242188,12.628828048706055,8.781392097473145
78,1665491.79177,64,43.38774490356445,21.048561096191406,8.09330940246582,36.68564224243164,16.25147247314453,10.643420219421387,42.990142822265625,24.150733947753906,7.457457065582275,28.22197914123535,13.196834564208984,8.413825035095215
79,1688592.8904,64,43.38774490356445,20.517927169799805,8.042032241821289,36.68564224243164,16.529598236083984,10.615303039550781,42.990142822265625,23.787921905517578,7.997403144836426,34.30792236328125,13.683308601379395,8.794398307800293
80,1694028.8892,64,43.38774490356445,20.438262939453125,8.115893363952637,36.68564224243164,16.17926025390625,10.92867374420166,42.990142822265625,24.510272979736328,7.941162109375,34.30792236328125,12.699867248535156,9.164609909057617
81,1646249.3207999999,64,43.38774490356445,20.236364364624023,6.899226665496826,30.758880615234375,16.492904663085938,9.676746368408203,42.990142822265625,24.595705032348633,7.830662250518799,34.30792236328125,13.465375900268555,9.105969429016113
82,1504455.03117,64,36.774147033691406,20.03453254699707,6.943017482757568,32.18001937866211,16.53363609313965,9.730527877807617,42.990142822265625,24.963224411010742,7.3863911628723145,28.046180725097656,12.685181617736816,8.531474113464355
83,1484138.81856,64,38.48451232910156,19.849384307861328,7.465156078338623,35.727603912353516,16.791290283203125,10.377567291259766,42.990142822265625,24.26339340209961,7.673549652099609,28.046180725097656,13.076706886291504,8.519454002380371
84,1532505.3687,64,36.774147033691406,19.95854377746582,7.737893581390381,35.727603912353516,16.1156063079834,10.961191177368164,42.990142822265625,23.576717376708984,9.312640190124512,30.461355209350586,13.269997596740723,8.894771575927734
85,1515576.17265,64,39.58361053466797,19.919605255126953,8.014216423034668,35.712806701660156,16.14344596862793,11.25750732421875,43.738826751708984,25.124736785888672,8.276711463928223,28.046180725097656,11.755144119262695,8.957964897155762
86,1520054.7829500001,64,39.58361053466797,19.919618606567383,7.207284450531006,32.18001937866211,16.67184066772461,9.841005325317383,43.738826751708984,25.55953598022461,8.37059211730957,28.046180725097656,12.534669876098633,8.776531219482422
87,1482318.780375,64,39.58361053466797,19.542236328125,6.704104423522949,32.18001937866211,17.137022018432617,9.511077880859375,43.738826751708984,25.536113739013672,8.240717887878418,28.046180725097656,12.777388572692871,8.877488136291504
88,1478446.614505,64,39.58361053466797,20.64815330505371,7.539464473724365,32.18001937866211,15.228601455688477,11.37191390991211,42.990142822265625,25.39687728881836,8.347752571105957,27.598411560058594,11.371187210083008,9.047812461853027
89,1454295.6051750001,64,39.58361053466797,19.55637550354004,7.643103122711182,32.18001937866211,15.969938278198242,11.510016441345215,42.990142822265625,26.065114974975586,7.982418060302734,27.598411560058594,10.525177001953125,8.646032333374023
90,1430948.63205,64,39.58361053466797,20.09458351135254,7.9728522300720215,33.07479476928711,14.498969078063965,12.713205337524414,42.990142822265625,25.271202087402344,8.723189353942871,27.598411560058594,10.064839363098145,9.11229133605957
91,1463628.37735,64,40.27254104614258,19.96501922607422,8.177955627441406,32.18001937866211,14.119988441467285,12.743106842041016,42.990142822265625,25.038318634033203,10.296745300292969,27.20729637145996,10.184891700744629,9.311585426330566
92,1467888.69392,64,40.27254104614258,20.401050567626953,8.378881454467773,32.18001937866211,14.159595489501953,12.862028121948242,42.990142822265625,24.578643798828125,10.16128158569336,27.20729637145996,10.663839340209961,9.231240272521973
93,1500744.86124,64,40.080326080322266,20.110519409179688,8.129563331604004,33.55941390991211,15.09316349029541,12.666131973266602,42.990142822265625,24.658851623535156,9.419798851013184,27.20729637145996,11.18606948852539,9.074250221252441
94,1475920.2910200001,64,39.58361053466797,19.56551742553711,8.127189636230469,33.55941390991211,15.469975471496582,12.439112663269043,42.990142822265625,24.530994415283203,9.275348663330078,27.20729637145996,11.16732120513916,9.147367477416992
95,1461354.131725,64,39.2099609375,19.38473129272461,7.901668548583984,34.66097640991211,15.99213981628418,11.77845573425293,42.85149002075195,25.48149871826172,8.78701400756836,26.070457458496094,10.944868087768555,8.915860176086426
96,1471604.42199,64,39.2099609375,19.687328338623047,8.157980918884277,34.66097640991211,14.84652328491211,12.152765274047852,42.679168701171875,25.554706573486328,9.999106407165527,29.658830642700195,10.326482772827148,9.131696701049805
97,1497941.50794,64,39.52220153808594,19.782100677490234,8.079864501953125,34.66097640991211,14.312936782836914,12.152199745178223,42.3643684387207,25.338016510009766,9.947125434875488,29.658830642700195,10.305976867675781,9.689128875732422
98,1496370.2098649999,64,39.52220153808594,20.123504638671875,8.27365779876709,34.66097640991211,14.616424560546875,12.211050987243652,42.3643684387207,24.885408401489258,9.898751258850098,29.658830642700195,10.920185089111328,9.394939422607422
99,1503133.03621,64,39.52220153808594,20.71038055419922,8.712298393249512,34.66097640991211,12.52015209197998,13.075901985168457,43.392059326171875,23.789222717285156,11.503767967224121,29.910415649414062,10.388039588928223,10.007691383361816
