generation,hypervolume,nondominated_count,best_obj_0,mean_obj_0,std_obj_0,best_obj_1,mean_obj_1,std_obj_1,best_obj_2,mean_obj_2,std_obj_2
62,41089128.228,60,1235.3939208984375,1059.568359375,82.12162780761719,1419.0963134765625,1051.379638671875,86.53738403320312,995.36328125,930.572265625,96.67048645019531
63,40833727.205520004,64,1235.3939208984375,1061.28173828125,82.99898529052734,1419.0963134765625,1053.5908203125,85.55764770507812,995.36328125,930.3680419921875,96.65077209472656
64,41421281.88936,62,1235.3939208984375,1059.8199462890625,82.8736801147461,1419.0963134765625,1053.068359375,85.6924057006836,995.36328125,931.4492797851562,96.89632415771484
65,41005758.982319996,64,1235.3939208984375,1060.67431640625,84.5380630493164,1419.0963134765625,1056.320556640625,85.96080780029297,995.36328125,926.053955078125,102.47441864013672
66,41450394.95928,64,1235.3939208984375,1060.67431640625,84.5380630493164,1419.0963134765625,1056.320556640625,85.96080780029297,995.36328125,926.053955078125,102.47441864013672
67,42339666.9132,62,1235.3939208984375,1056.564697265625,80.77766418457031,1419.0963134765625,1058.292236328125,83.28643798828125,995.36328125,939.6177978515625,87.44811248779297
68,42289380.70152,64,1235.3939208984375,1060.07568359375,80.96217346191406,1419.0963134765625,1062.380126953125,82.58161163330078,995.36328125,937.402587890625,87.37834930419922
69,42775039.640640005,60,1235.3939208984375,1061.53759765625,80.93267059326172,1419.0963134765625,1064.5970458984375,83.14690399169922,995.36328125,935.3621826171875,89.87142944335938
70,43330834.61184,61,1235.3939208984375,1062.908935546875,82.58250427246094,1419.0963134765625,1063.4267578125,82.01482391357422,995.36328125,929.5010375976562,100.33399963378906
71,43156156.192320004,63,1235.3939208984375,1064.857421875,82.72636413574219,1419.0963134765625,1064.55712890625,82.65098571777344,995.36328125,929.4171142578125,100.24449920654297
72,42870318.778560005,64,1235.3939208984375,1067.6912841796875,82.43717956542969,1419.0963134765625,1062.259765625,82.50513458251953,995.36328125,934.6253662109375,90.77574920654297
73,43541242.70808,61,1235.3939208984375,1062.842529296875,83.17372131347656,1419.0963134765625,1064.6201171875,83.31085205078125,995.36328125,933.7284545898438,92.35517120361328
74,43832835.84528,64,1268.55419921875,1070.7335205078125,89.24398040771484,1419.0963134765625,1062.6456298828125,82.97099304199219,995.36328125,925.99169921875,105.68184661865234
75,43856514.0712,63,1268.55419921875,1070.145263671875,89.78841400146484,1419.0963134765625,1060.214111328125,82.33244323730469,995.36328125,927.8448486328125,105.73814392089844
76,43927548.748959996,63,1268.55419921875,1071.6026611328125,89.54239654541016,1419.0963134765625,1060.8017578125,82.3322982788086,995.36328125,921.6475219726562,113.29231262207031
77,43813597.28672,64,1268.55419921875,1071.08154296875,89.52061462402344,1419.0963134765625,1063.07958984375,81.92479705810547,995.36328125,926.7596435546875,105.418701171875
78,43707045.27008,64,1268.55419921875,1072.2161865234375,89.00166320800781,1419.0963134765625,1062.119384765625,82.58809661865234,995.36328125,926.791259765625,105.4359130859375
79,43951226.974879995,64,1268.55419921875,1072.536865234375,87.79004669189453,1419.0963134765625,1063.279541015625,83.22783660888672,995.36328125,927.8023681640625,103.52056121826172
80,43857993.96032,64,1268.55419921875,1072.401611328125,87.89432525634766,1419.0963134765625,1063.7401123046875,82.9940185546875,995.36328125,927.649658203125,103.43212890625
81,44882077.231359996,64,1268.55419921875,1072.754638671875,87.60653686523438,1419.0963134765625,1062.0809326171875,84.2807388305664,995.36328125,928.572265625,103.7529525756836
82,44988629.247999996,64,1268.55419921875,1072.637939453125,87.70481872558594,1419.0963134765625,1062.0924072265625,84.2721939086914,995.36328125,928.576904296875,103.75589752197266
83,44961991.243839994,64,1268.55419921875,1073.9954833984375,87.84614562988281,1419.0963134765625,1063.1209716796875,84.62300109863281,995.36328125,929.661376953125,102.67716979980469
84,45016747.14128,64,1268.55419921875,1077.646484375,88.37963104248047,1419.0963134765625,1065.19921875,84.41535186767578,995.36328125,926.8637084960938,103.194580078125
85,44781444.771199994,64,1268.55419921875,1078.0615234375,88.39888763427734,1419.0963134765625,1066.520751953125,83.8191146850586,995.36328125,926.699462890625,103.09796905517578
86,45881002.38736,58,1268.55419921875,1076.06103515625,88.84256744384766,1419.0963134765625,1062.614501953125,84.8106918334961,995.36328125,929.8203125,103.31195831298828
87,45904680.613280006,59,1268.55419921875,1075.11328125,88.1651840209961,1419.0963134765625,1069.539306640625,87.76519012451172,995.36328125,929.5924072265625,102.76395416259766
88,46014192.40816,62,1268.55419921875,1069.368408203125,88.0599594116211,1419.0963134765625,1063.8392333984375,86.81288146972656,995.36328125,935.7073974609375,100.26329040527344
89,46094106.42064001,62,1268.55419921875,1073.8350830078125,88.32520294189453,1419.0963134765625,1062.29736328125,86.2867660522461,995.36328125,936.235595703125,100.18575286865234
90,49055364.54976,62,1268.55419921875,1076.957275390625,90.38172149658203,1419.0963134765625,1063.51318359375,93.73333740234375,995.36328125,931.8697509765625,108.42949676513672
91,49354302.152,59,1268.55419921875,1077.83544921875,88.76758575439453,1419.0963134765625,1069.514404296875,99.16134643554688,995.36328125,936.7894287109375,99.72975158691406
92,49077562.88656,61,1268.55419921875,1080.9781494140625,88.38190460205078,1419.0963134765625,1069.70458984375,101.50496673583984,995.36328125,931.3541259765625,101.97577667236328
93,49234431.13328,61,1268.55419921875,1083.7520751953125,87.88713073730469,1419.0963134765625,1069.1192626953125,102.4518814086914,995.36328125,934.0570068359375,100.5843734741211
94,49210752.90736,62,1268.55419921875,1081.41064453125,88.8906478881836,1419.0963134765625,1071.33349609375,99.63487243652344,995.36328125,937.1339721679688,99.9046630859375
95,49016887.43264,64,1268.55419921875,1081.31787109375,89.21424865722656,1419.0963134765625,1070.8048095703125,99.25216674804688,995.36328125,937.2009887695312,99.92926025390625
96,49302506.032800004,64,1268.55419921875,1084.154052734375,88.92868041992188,1419.0963134765625,1073.217529296875,99.90447998046875,995.36328125,935.286865234375,100.0534896850586
97,49616242.52624,64,1268.55419921875,1086.640625,87.89199829101562,1419.0963134765625,1072.7568359375,100.77320861816406,995.36328125,936.052490234375,99.68196868896484
98,49634001.19568,61,1268.55419921875,1088.282470703125,86.96078491210938,1419.0963134765625,1074.109130859375,100.82069396972656,995.36328125,935.8758544921875,99.60160827636719
99,49349862.484639995,63,1268.55419921875,1089.982177734375,86.18344116210938,1419.0963134765625,1074.536376953125,101.36231994628906,995.36328125,935.98388671875,99.65322875976562
